url, extraction, lexical, syntactic
https://www.imdb.com/name/nm0597388/bio?ref_=nm_ov_bio_sm,"Coni (Lemke)",0,0
https://www.imdb.com/name/nm0597388/bio?ref_=nm_ov_bio_sm,"Joseph Momoa",0,0
https://www.imdb.com/name/nm2427480/bio?ref_=nm_ov_bio_sm,"Jerry",1,1
https://www.imdb.com/name/nm2427480/bio?ref_=nm_ov_bio_sm,"Julie",1,1
https://www.imdb.com/name/nm0683244/bio?ref_=nm_ov_bio_sm,"James Pike",0,1

